area_type,Available month,Available status,availability,location,Sizes,bath,balcony,price,Total_Sqft
Super built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3,3,53.12,1571.00
Super built-up  Area,December,Scheduled dates,19-Dec,Kanakapura,3 BHK,2,1,70.00,1489.00
Built-up  Area, ,Ready To Move,Ready To Move,Kengeri Satellite Town,2 BHK,2,1,32.00,800.00
Built-up  Area, ,Ready To Move,Ready To Move,Jalahalli,3 BHK,2,2,60.00,980.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bannerghatta Road,2 BHK,2,1,65.00,1215.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronic City Phase II,2 BHK,2,1,26.50,911.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bellandur,3 BHK,3,Not Provided,90.00,1535.00
Plot  Area, ,Ready To Move,Ready To Move,5th Block Hbr Layout,5 BHK,5,Not Provided,205.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,R.T. Nagar,3 BHK,2,1,70.00,1500.00
Built-up  Area, ,Ready To Move,Ready To Move,Brookefield,2 BHK,2,3,58.00,1588.00
Plot  Area, ,Ready To Move,Ready To Move,Horamavu Banaswadi,4 BHK,4,2,68.00,675.00
Built-up  Area,September,Scheduled dates,17-Sep,Kannamangala,2 BHK,2,2,56.00,957.00
Built-up  Area,August,Scheduled dates,18-Aug,Electronic City Phase II,2 BHK,2,1,34.65,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakapura main  Road,3 BHK,2,2,52.33,1495.00
Built-up  Area, ,Ready To Move,Ready To Move,Bisuvanahalli,2 BHK,2,0,34.00,845.00
Built-up  Area, ,Ready To Move,Ready To Move,Padmanabhanagar,4 BHK,4,2,350.00,3000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,4,1,180.00,2206.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kasavanhalli,2 BHK,2,1,61.00,1181.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,2 BHK,2,3,69.50,1309.00
Built-up  Area, ,Ready To Move,Ready To Move,Horamavu Agara,3 BHK,3,3,63.00,1400.00
Plot  Area, ,Ready To Move,Ready To Move,B Channasandra,5 BHK,5,1,450.00,1650.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,3,Not Provided,95.00,1622.00
Super built-up  Area,April,Scheduled dates,18-Apr,CV Raman Nagar,2 BHK,2,2,48.00,1225.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jakkur Plantation,3 BHK,3,3,95.00,1719.00
Super built-up  Area, ,Ready To Move,Ready To Move,Abbigere,2 BHK,2,1,40.80,995.00
Super built-up  Area, ,Ready To Move,Ready To Move,Mahadevpura,2 BHK,2,2,53.00,1120.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bellandur,2 BHK,2,1,75.00,1047.00
Super built-up  Area,April,Scheduled dates,18-Apr,Devanahalli,3 BHK,3,3,59.96,1466.00
Super built-up  Area,December,Scheduled dates,18-Dec,Sarjapur  Road,3 BHK,3,2,100.00,1691.00
Super built-up  Area,December,Scheduled dates,20-Dec,Chandapura,2 BHK,2,2,28.47,876.00
Super built-up  Area,May,Scheduled dates,18-May,CV Raman Nagar,3 BHK,3,1,135.00,1659.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,1,105.00,1270.00
Super built-up  Area, ,Ready To Move,Ready To Move,8th Phase JP Nagar,3 BHK,2,3,50.75,1269.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kammanahalli,2 BHK,3,2,80.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,2,69.50,1315.00
Plot  Area, ,Ready To Move,Ready To Move,Hebbal Kempapura,4 BHK,4,2,198.00,2485.00
Super built-up  Area, ,Ready To Move,Ready To Move,Tumkur Road,3 BHK,3,1,85.86,1354.00
Plot  Area, ,Ready To Move,Ready To Move,Whitefield,4 BHK,3,1,130.00,1344.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelahanka,2 BHK,2,1,55.00,1180.00
Super built-up  Area,April,Scheduled dates,18-Apr,Jalahalli,2 BHK,2,2,68.00,1313.00
Super built-up  Area, ,Ready To Move,Ready To Move,Nehru Nagar,2 BHK,2,2,50.00,1100.00
Plot  Area, ,Ready To Move,Ready To Move,Nagarbhavi,4 BHK,4,1,78.00,600.00
Built-up  Area, ,Ready To Move,Ready To Move,Basaveshwara Nagar,3 BHK,3,0,190.00,1200.00
Plot  Area, ,Ready To Move,Ready To Move,Srinagar,6 BHK,3,3,78.00,625.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vishwapriya Layout,2 BHK,2,3,37.00,890.00
Super built-up  Area, ,Ready To Move,Ready To Move,Reliaable Tranquil Layout,2 BHK,2,1,55.00,1190.00
Built-up  Area, ,Ready To Move,Ready To Move,Green Glen Layout,2 BHK,2,0,75.00,1250.00
Super built-up  Area,December,Scheduled dates,19-Dec,Hoodi,3 BHK,3,3,80.51,1644.00
Plot  Area, ,Ready To Move,Ready To Move,Yelahanka New Town,3 BHK,3,2,150.00,1740.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jakkur,3 BHK,3,2,110.00,1710.00
Plot  Area, ,Ready To Move,Ready To Move,5th Phase JP Nagar,4 BHK,4,2,130.00,1000.00
Super built-up  Area,February,Scheduled dates,18-Feb,Hebbal,3 BHK,3,2,155.00,1662.00
Super built-up  Area, ,Ready To Move,Ready To Move,Virupakshapura,2 BHK,2,1,48.00,1162.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,3,85.00,1362.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bhagyalakshmi Avenue,1 BHK,1,1,22.50,540.00
Super built-up  Area,November,Scheduled dates,18-Nov,Thanisandra,3 BHK,3,0,75.89,1533.00
Plot  Area, ,Ready To Move,Ready To Move,Masjid e Alkareem,5 BHK,4,1,62.00,900.00
Plot  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,4 BHK,4,Not Provided,135.00,1250.00
Super built-up  Area, ,Ready To Move,Ready To Move,Begur Road,3 BHK,2,3,54.99,1410.00
Plot  Area, ,Ready To Move,Ready To Move,Chikka Tirupathi,4 BHK,5,3,125.00,2665.00
Built-up  Area, ,Ready To Move,Ready To Move,Singapura Village,2 BHK,2,0,45.00,970.00
Built-up  Area, ,Ready To Move,Ready To Move,Kavika Layout,6 BHK,6,3,101.00,1799.00
Plot  Area, ,Ready To Move,Ready To Move,8th Block Jayanagar,6 BHK,6,1,300.00,1500.00
Plot  Area, ,Ready To Move,Ready To Move,Uttarahalli,4 BHK,4,3,155.00,1200.00
Super built-up  Area,December,Scheduled dates,18-Dec,Haralur Road,3 BHK,3,2,97.83,1810.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sathya Layout,2 BHK,2,1,51.00,1084.00
Super built-up  Area, ,Ready To Move,Ready To Move,Doddabanahalli,3 BHK,3,2,85.00,1500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,3 BHK,2,1,56.00,1328.00
Built-up  Area, ,Ready To Move,Ready To Move,Marathahalli,3 BHK,2,2,90.00,1485.00
Super built-up  Area, ,Ready To Move,Ready To Move,Pai Layout,3 BHK,2,2,58.00,1500.00
Super built-up  Area, ,Ready To Move,Ready To Move,R.T. Nagar,2 BHK,2,2,85.00,1100.00
Super built-up  Area, ,Ready To Move,Ready To Move,Seetharampalya,3 BHK,2,2,73.00,1360.00
Super built-up  Area, ,Ready To Move,Ready To Move,1st Phase JP Nagar,2 BHK,2,1,75.00,900.00
Plot  Area, ,Ready To Move,Ready To Move,SMV layout,3 BHK,3,3,86.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronic City Phase II,2 BHK,2,1,54.48,1031.00
Super built-up  Area,August,Scheduled dates,20-Aug,Whitefield,2 BHK,2,0,38.19,955.00
Super built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,2 BHK,2,2,36.40,1040.00
Built-up  Area, ,Ready To Move,Ready To Move,KR Puram,7 BHK,6,1,110.00,2800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kothannur,3 BHK,2,1,56.15,1404.00
Super built-up  Area, ,Ready To Move,Ready To Move,Haralur Road,2 BHK,2,2,46.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelahanka,2 BHK,3,1,78.00,1267.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bannerghatta Road,3 BHK,2,3,110.00,1510.00
Super built-up  Area,September,Scheduled dates,21-Sep,Kanakpura Road,2 BHK,2,1,42.00,900.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,3 BHK,2,2,105.00,1457.00
Super built-up  Area, ,Ready To Move,Ready To Move,Iblur Village,4 BHK,4,2,268.00,3596.00
Super built-up  Area,March,Scheduled dates,19-Mar,8th Phase JP Nagar,3 BHK,3,2,80.00,1408.00
Built-up  Area, ,Ready To Move,Ready To Move,Dodda Nekkundi,2 BHK,2,2,45.00,1005.00
Plot  Area, ,Ready To Move,Ready To Move,Dodsworth Layout,6 BHK,4,2,1824.00,30400.00
Built-up  Area, ,Ready To Move,Ready To Move,Electronic City Phase II,2 BHK,1,1,28.00,545.00
Built-up  Area, ,Ready To Move,Ready To Move,"Sarjapur Road, ",2 BHK,2,1,64.00,1182.00
Super built-up  Area,May,Scheduled dates,18-May,Talaghattapura,3 BHK,3,0,122.00,2038.50
Built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,2 BHK,2,0,80.00,1367.00
Plot  Area, ,Ready To Move,Ready To Move,BTM 1st Stage,5 BHK,4,2,200.00,1200.00
Built-up  Area, ,Ready To Move,Ready To Move,Judicial Layout,5 BHK,4,3,199.00,1100.00
Built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,3,2,78.00,1565.00
Super built-up  Area,February,Scheduled dates,18-Feb,Whitefield,3 BHK,3,2,128.00,1720.00
Built-up  Area, ,Ready To Move,Ready To Move,Doddathoguru,2 BHK,2,3,44.00,1107.00
Super built-up  Area,January,Scheduled dates,20-Jan,Yelahanka,2 BHK,2,1,78.19,1360.00
Super built-up  Area,January,Scheduled dates,18-Jan,Anekal,2 BHK,1,1,25.00,625.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jalahalli,2 BHK,2,2,145.00,1701.00
Plot  Area, ,Ready To Move,Ready To Move,Agrahara Dasarahalli,3 BHK,1,0,120.00,1350.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hosa Road,2 BHK,2,1,39.95,1016.00
Super built-up  Area, ,Ready To Move,Ready To Move,KEB Colony,3 BHK,3,1,90.00,1500.00
Built-up  Area, ,Ready To Move,Ready To Move,Akshaya Nagar,2 BHK,2,1,45.00,900.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sanjay nagar,3 BHK,3,1,150.00,1500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Chikku Lakshmaiah Layout,3 BHK,2,1,285.00,2292.00
Carpet  Area, ,Ready To Move,Ready To Move,Kereguddadahalli,3 BHK,3,1,42.00,1280.00
Plot  Area, ,Ready To Move,Ready To Move,Sri Balaji Krupa Layout,4 BHK,4,2,263.00,1750.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronic City,3 BHK,2,1,70.00,1500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Gottigere,2 BHK,2,2,59.00,1245.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelahanka,2 BHK,2,1,44.00,1025.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennur Gardens,3 BHK,3,2,135.00,1945.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rajaji Nagar,3 BHK,3,3,245.00,1640.00
Built-up  Area, ,Ready To Move,Ready To Move,Hegde Nagar,3 BHK,2,2,80.50,1348.00
Super built-up  Area, ,Ready To Move,Ready To Move,Tindlu,2 BHK,2,2,55.00,1100.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kammasandra,3 BHK,3,3,40.00,1616.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yeshwanthpur,3 BHK,3,3,135.00,1855.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennur,2 BHK,2,2,56.50,1255.00
Plot  Area, ,Ready To Move,Ready To Move,HAL 2nd Stage,5 BHK,4,1,500.00,2040.00
Plot  Area, ,Ready To Move,Ready To Move,5th Phase JP Nagar,4 BHK,4,1,228.00,2400.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kothanur,2 BHK,2,2,59.00,1195.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bannerghatta Road,2 BHK,2,1,35.00,1022.00
Plot  Area, ,Ready To Move,Ready To Move,Hegde Nagar,6 BHK,6,0,98.00,760.00
Super built-up  Area, ,Ready To Move,Ready To Move,Dodda Nekkundi,2 BHK,2,Not Provided,52.00,1264.00
Super built-up  Area, ,Ready To Move,Ready To Move,Chamrajpet,3 BHK,3,2,115.00,1650.00
Super built-up  Area, ,Ready To Move,Ready To Move,Abbigere,2 BHK,2,1,40.80,1020.00
Built-up  Area, ,Ready To Move,Ready To Move,Bommasandra,2 BHK,2,1,25.00,950.00
Super built-up  Area,July,Scheduled dates,18-Jul,Shantiniketan Layout,4 BHK,5,3,142.00,2710.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennur Road,3 BHK,3,1,131.00,1936.00
Super built-up  Area, ,Ready To Move,Ready To Move,Ramanashree Enclave,2 BHK,2,2,58.00,1075.00
Super built-up  Area,April,Scheduled dates,18-Apr,Hosur Road,2 BHK,2,1,93.00,1223.00
Plot  Area,December,Scheduled dates,18-Dec,Whitefield,3 BHK,3,1,61.90,1500.00
Built-up  Area, ,Ready To Move,Ready To Move,Hennur,2 BHK,2,2,42.73,1050.00
Super built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,3 BHK,3,2,190.00,2100.00
Built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,3 BHK,2,1,130.00,1650.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,1,78.00,1495.00
Super built-up  Area,July,Scheduled dates,21-Jul,Koramangala,3 BHK,3,2,260.00,1605.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,2,52.00,1270.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kumaraswami Layout,2 BHK,2,3,60.00,1081.00
Super built-up  Area, ,Ready To Move,Ready To Move,Koramangala,3 BHK,2,0,140.00,1600.00
Super built-up  Area,July,Scheduled dates,19-Jul,Kanakpura Road,3 BHK,3,1,118.00,1596.00
Plot  Area, ,Ready To Move,Ready To Move,Vasanthpura,6 BHK,6,2,65.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Horamavu Agara,3 BHK,3,1,70.00,1557.00
Built-up  Area, ,Ready To Move,Ready To Move,Devi Nagar,3 BHK,3,3,68.00,1410.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,4,1,148.00,1984.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kadugodi,2 BHK,2,3,60.00,1196.00
Super built-up  Area,December,Scheduled dates,21-Dec,Thanisandra,4 BHK,3,2,112.00,2259.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kenchenahalli,3 BHK,3,Not Provided,100.00,1720.00
Plot  Area, ,Ready To Move,Ready To Move,8th Phase JP Nagar,4 BHK,5,2,99.00,600.00
Super built-up  Area,May,Scheduled dates,18-May,Electronic City Phase II,3 BHK,2,1,37.83,1310.00
Built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,2 BHK,2,1,57.00,1140.00
Super built-up  Area, ,Ready To Move,Ready To Move,Cooke Town,3 BHK,3,2,260.00,1600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kothanur,3 BHK,3,2,120.00,1790.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harlur,2 BHK,2,0,72.76,1335.00
Super built-up  Area, ,Ready To Move,Ready To Move,Nehru Nagar,3 BHK,3,Not Provided,81.00,1674.00
Plot  Area, ,Ready To Move,Ready To Move,CV Raman Nagar,5 BHK,2,1,100.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kenchenhalli,3 BHK,3,2,79.99,1786.00
Plot  Area, ,Ready To Move,Ready To Move,Vidyaranyapura,4 BHK,3,2,65.25,770.00
Super built-up  Area,December,Scheduled dates,18-Dec,Sarjapur  Road,2 BHK,2,1,47.00,1035.00
Super built-up  Area,December,Scheduled dates,19-Dec,Whitefield,3 BHK,3,1,103.00,1564.00
Super built-up  Area,March,Scheduled dates,18-Mar,Margondanahalli,2 BHK,2,1,67.76,1334.00
Plot  Area, ,Ready To Move,Ready To Move,Defence Colony,10 BHK,13,Not Provided,3600.00,7150.00
Super built-up  Area,May,Scheduled dates,18-May,Bommasandra,3 BHK,3,1,53.96,1365.00
Super built-up  Area, ,Ready To Move,Ready To Move,BCMC Layout,3 BHK,2,3,72.00,1369.00
Super built-up  Area,August,Scheduled dates,18-Aug,Whitefield,2 BHK,2,2,41.00,1240.00
Plot  Area, ,Ready To Move,Ready To Move,Nagarbhavi,4 BHK,3,2,100.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Gollahalli,2 BHK,2,1,62.00,1418.00
Built-up  Area, ,Ready To Move,Ready To Move,Hebbal,3 BHK,3,Not Provided,219.00,2250.00
Super built-up  Area, ,Ready To Move,Ready To Move,Shivaji Nagar,2 BHK,1,1,20.00,500.00
Super built-up  Area, ,Ready To Move,Ready To Move,KR Puram,2 BHK,2,2,39.00,1020.00
Built-up  Area, ,Ready To Move,Ready To Move,Yelahanka New Town,2 BHK,2,2,70.00,1290.00
Plot  Area, ,Ready To Move,Ready To Move,Attibele,3 BHK,3,2,90.00,1500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Billekahalli,3 BHK,3,3,62.00,1290.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jalahalli,3 BHK,3,2,115.00,1881.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jigani,2 BHK,2,2,49.50,943.00
Built-up  Area,December,Scheduled dates,18-Dec,Electronic City,2 BHK,2,1,32.93,1140.00
Super built-up  Area, ,Ready To Move,Ready To Move,Nayandanahalli,2 BHK,2,2,60.00,1035.00
Plot  Area,December,Scheduled dates,18-Dec,Whitefield,3 BHK,3,1,71.00,1500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sindhi Colony,5 BHK,7,Not Provided,988.00,5665.84
Super built-up  Area,April,Scheduled dates,18-Apr,Nanjappa Layout,2 BHK,2,1,94.28,1232.00
Super built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,3 BHK,2,2,56.12,1290.00
Super built-up  Area, ,Ready To Move,Ready To Move,Malleshwaram,4 BHK,4,2,306.00,2610.00
Super built-up  Area, ,Ready To Move,Ready To Move,Anandapura,3 BHK,3,2,58.70,1576.00
Super built-up  Area, ,Ready To Move,Ready To Move,Chinnapanahalli,2 BHK,2,1,41.00,980.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hebbal,4 BHK,6,1,440.00,4000.00
Super built-up  Area,June,Scheduled dates,18-Jun,Sarjapur  Road,2 BHK,2,1,74.03,1346.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hoodi,2 BHK,2,2,55.00,1181.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sathya Sai Layout,4 BHK,6,1,660.00,6652.00
Super built-up  Area, ,Ready To Move,Ready To Move,Maragondanahalli,2 BHK,2,2,59.00,1307.00
Super built-up  Area,May,Scheduled dates,18-May,Roopena Agrahara,3 BHK,2,2,49.86,1215.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sanjay nagar,2 BHK,2,3,80.00,1180.00
Built-up  Area, ,Ready To Move,Ready To Move,Amruthahalli,1 BHK,1,1,55.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakapur main road,2 BHK,2,2,43.04,1025.00
Super built-up  Area, ,Ready To Move,Ready To Move,Ramagondanahalli,3 BHK,3,2,131.00,1910.00
Super built-up  Area, ,Ready To Move,Ready To Move,Gottigere,2 BHK,2,2,50.00,1200.00
Built-up  Area,December,Scheduled dates,19-Dec,Church Street,4 BHK,4,3,536.00,2920.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronics City Phase 1,2 BHK,2,1,60.00,1175.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,3 BHK,2,2,59.00,1404.00
Built-up  Area, ,Ready To Move,Ready To Move,BCC Layout,4 BHK,3,2,230.00,2700.00
Built-up  Area, ,Ready To Move,Ready To Move,HSR Layout,2 BHK,2,2,60.00,1203.00
Plot  Area, ,Ready To Move,Ready To Move,Nagavara,3 BHK,3,1,35.00,440.00
Super built-up  Area, ,Ready To Move,Ready To Move,Somasundara Palya,3 BHK,3,3,63.00,1571.00
Super built-up  Area, ,Ready To Move,Ready To Move,Mariyannapalya,2 BHK,2,2,46.00,1125.00
Super built-up  Area,April,Scheduled dates,18-Apr,Kammasandra,1 BHK,1,1,18.50,610.00
Super built-up  Area, ,Ready To Move,Ready To Move,Ambalipura,2 BHK,2,2,80.00,1198.00
Plot  Area, ,Ready To Move,Ready To Move,Chandapura,3 BHK,3,2,65.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Nobo Nagar,2 BHK,2,2,45.00,1200.00
Plot  Area, ,Ready To Move,Ready To Move,Sathya Sai Layout,4 BHK,6,1,700.00,6688.00
Super built-up  Area, ,Ready To Move,Ready To Move,Crimson Layout,3 BHK,3,2,95.00,1830.00
Super built-up  Area,September,Scheduled dates,19-Sep,Kudlu Gate,3 BHK,2,2,61.11,1432.00
Built-up  Area, ,Ready To Move,Ready To Move,Somasundara Palya,3 BHK,2,0,70.00,2300.00
Super built-up  Area, ,Ready To Move,Ready To Move,9th Phase JP Nagar,2 BHK,2,2,69.00,1331.95
Super built-up  Area, ,Ready To Move,Ready To Move,Yeshwanthpur,3 BHK,3,3,160.00,1876.00
Plot  Area, ,Ready To Move,Ready To Move,Akshaya Nagar,4 BHK,4,2,125.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,3,2,74.90,1665.00
Super built-up  Area,December,Scheduled dates,21-Dec,Electronic City,4 BHK,4,2,134.00,2093.00
Super built-up  Area,May,Scheduled dates,18-May,TC Palaya,3 BHK,3,3,46.56,1330.00
Plot  Area, ,Ready To Move,Ready To Move,1st Block Koramangala,4 BHK,5,1,350.00,1200.00
Built-up  Area,December,Scheduled dates,18-Dec,Talaghattapura,3 BHK,3,1,84.00,1800.00
Built-up  Area, ,Ready To Move,Ready To Move,"Thanisandra Main Road, ",4 BHK,4,3,183.00,2872.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kumarapalli,3 BHK,2,2,65.00,1486.00
Built-up  Area, ,Ready To Move,Ready To Move,Chikkalasandra,3 BHK,1,0,54.00,1425.00
Super built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,2,42.54,1255.00
Built-up  Area, ,Ready To Move,Ready To Move,Electronic City,2 BHK,2,1,19.50,750.00
Super built-up  Area, ,Ready To Move,Ready To Move,Nagarbhavi,2 BHK,2,3,58.00,1225.00
Built-up  Area, ,Ready To Move,Ready To Move,Medahalli,9 BHK,9,Not Provided,150.00,4600.00
Super built-up  Area,June,Scheduled dates,19-Jun,Mallathahalli,2 BHK,2,2,64.08,1100.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,3 BHK,3,2,139.00,1760.00
Plot  Area,July,Scheduled dates,18-Jul,Bommasandra,3 BHK,3,2,110.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Basavanapura,7 BHK,5,3,65.00,1800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Chandapura,3 BHK,2,2,28.00,1095.00
Super built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3,3,64.86,1530.00
Super built-up  Area,February,Scheduled dates,18-Feb,Kundalahalli,3 BHK,3,3,140.00,1724.00
Super built-up  Area,March,Scheduled dates,18-Mar,Horamavu Agara,2 BHK,2,2,47.00,1058.00
Super built-up  Area, ,Ready To Move,Ready To Move,Dodda Nekkundi Extension,3 BHK,3,3,90.00,1975.00
Super built-up  Area,November,Scheduled dates,18-Nov,Sarjapur  Road,2 BHK,2,1,58.00,1112.00
Built-up  Area, ,Ready To Move,Ready To Move,Doddabommasandra,2 BHK,2,1,90.00,1600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vittasandra,3 BHK,3,2,85.00,1648.00
Super built-up  Area,May,Scheduled dates,18-May,Puttanahalli,2 BHK,2,2,32.00,1100.00
Super built-up  Area,November,Scheduled dates,18-Nov,Hoskote,1 BHK,1,1,23.00,509.00
Super built-up  Area,December,Scheduled dates,21-Dec,Talaghattapura,3 BHK,3,3,159.00,2265.00
Super built-up  Area, ,Ready To Move,Ready To Move,Malleshpalya,2 BHK,2,2,46.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Makali,1 BHK,1,1,18.00,530.00
